N, batch_size, population, trace, rate, num_layers, emb_size, device, model_type, min_wclatency, total_time
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg_hybrid, 29.0, 108.89902544021606
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 0, 0, cpu, qor, 26.0, 188.22795009613037
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg, 67.0, 16.41281008720398
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg_hybrid, 26.0, 63.37699007987976
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg, 67.0, 209.20643186569214
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg_hybrid, 26.0, 256.1541473865509
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg, 61.0, 9.694589853286743
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg_hybrid, 26.0, 56.51879000663757
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg, 61.0, 107.99710822105408
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg_hybrid, 26.0, 154.89688658714294
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg, 39.0, 6.468684911727905
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg_hybrid, 26.0, 53.271621227264404
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg, 39.0, 61.323548316955566
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg_hybrid, 26.0, 108.28744888305664
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 0, 0, cpu, qor, 124.0, 189.3284113407135
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg, 183.0, 26.49707794189453
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg_hybrid, 124.0, 73.62590742111206
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg, 183.0, 301.544162273407
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg_hybrid, 124.0, 348.86454939842224
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg, 178.0, 14.942113161087036
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg_hybrid, 124.0, 61.828845500946045
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg, 178.0, 160.21256852149963
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg_hybrid, 124.0, 207.4364185333252
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg, 171.0, 9.295476913452148
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg_hybrid, 124.0, 56.39984440803528
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg, 171.0, 89.78750991821289
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg_hybrid, 124.0, 136.9533190727234
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 0, 0, cpu, qor, 62.0, 188.27962040901184
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg, 101.0, 26.522432565689087
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg_hybrid, 62.0, 73.51307439804077
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg, 101.0, 301.7535653114319
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg_hybrid, 62.0, 348.6535086631775
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg, 183.0, 14.96144413948059
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg_hybrid, 62.0, 62.12118077278137
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg, 183.0, 167.648442029953
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg_hybrid, 62.0, 214.80601835250854
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg, 184.0, 9.279518842697144
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg_hybrid, 62.0, 56.3724467754364
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg, 184.0, 84.25358176231384
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg_hybrid, 62.0, 131.37035655975342
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 0, 0, cpu, qor, 60.0, 187.83122968673706
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg, 71.0, 26.48595666885376
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg_hybrid, 60.0, 73.45329737663269
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg, 71.0, 301.45130038261414
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg_hybrid, 60.0, 348.3655469417572
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg, 569.0, 14.953284740447998
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg_hybrid, 60.0, 61.957292556762695
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg, 569.0, 159.1136610507965
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg_hybrid, 60.0, 206.05200958251953
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg, 701.0, 9.272288799285889
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg_hybrid, 60.0, 56.332032203674316
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg, 701.0, 83.48078989982605
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg_hybrid, 60.0, 130.59124493598938
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 0, 0, cpu, qor, 135.0, 188.0010313987732
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg, 100000000, 26.495073556900024
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg_hybrid, 135.0, 73.62646341323853
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg, 100000000, 298.6886553764343
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg_hybrid, 135.0, 345.82754349708557
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg, 100000000, 14.96011996269226
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg_hybrid, 135.0, 61.87299561500549
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg, 100000000, 162.623055934906
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg_hybrid, 135.0, 209.68266034126282
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg, 100000000, 9.291065454483032
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg_hybrid, 135.0, 56.40442252159119
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg, 100000000, 84.56753849983215
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg_hybrid, 135.0, 131.7199399471283
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 0, 0, cpu, qor, 513.0, 188.54963040351868
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg, 100000000, 26.51156520843506
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg_hybrid, 513.0, 73.5861439704895
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg, 100000000, 299.82008051872253
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg_hybrid, 513.0, 346.6877956390381
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg, 100000000, 14.954554319381714
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg_hybrid, 513.0, 61.785197734832764
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg, 100000000, 161.1418879032135
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg_hybrid, 513.0, 208.1411440372467
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg, 100000000, 9.285584211349487
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg_hybrid, 513.0, 56.03330969810486
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg, 100000000, 85.23012161254883
6, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_6x6-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg_hybrid, 513.0, 132.2038927078247
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 0, 0, cpu, qor, 123.0, 191.02439069747925
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg, 188.0, 37.04023504257202
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg_hybrid, 123.0, 84.82037162780762
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg, 188.0, 419.70079493522644
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg_hybrid, 123.0, 467.3374435901642
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg, 202.0, 22.04343271255493
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg_hybrid, 123.0, 69.61338353157043
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg, 202.0, 225.59307026863098
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg_hybrid, 123.0, 273.2548282146454
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg, 159.0, 13.808650255203247
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg_hybrid, 123.0, 61.42475199699402
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg, 159.0, 111.59782791137695
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg_hybrid, 123.0, 159.36453700065613
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 0, 0, cpu, qor, 59.0, 190.92852544784546
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg, 154.0, 37.028544902801514
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg_hybrid, 59.0, 84.69360637664795
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg, 154.0, 419.19557523727417
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg_hybrid, 59.0, 466.97624921798706
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg, 346.0, 22.050710916519165
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg_hybrid, 59.0, 69.69715666770935
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg, 346.0, 226.21107363700867
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg_hybrid, 59.0, 274.1417546272278
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg, 938.0, 13.830652952194214
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg_hybrid, 59.0, 61.64083123207092
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg, 938.0, 112.98569393157959
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg_hybrid, 59.0, 160.54983615875244
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 0, 0, cpu, qor, 52.0, 191.0964150428772
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg, 274.0, 37.02595806121826
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg_hybrid, 52.0, 84.82090282440186
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg, 274.0, 419.2842574119568
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg_hybrid, 52.0, 466.978609085083
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg, 100000000, 22.034581661224365
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg_hybrid, 52.0, 69.619069814682
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg, 100000000, 229.9757800102234
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg_hybrid, 52.0, 277.78154397010803
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg, 424.0, 13.812839031219482
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg_hybrid, 52.0, 61.58998513221741
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg, 424.0, 113.47175359725952
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg_hybrid, 52.0, 161.20618677139282
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 0, 0, cpu, qor, 57.0, 190.39364767074585
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg, 108.0, 37.04548192024231
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg_hybrid, 57.0, 84.78766870498657
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg, 108.0, 417.9437415599823
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg_hybrid, 57.0, 465.6042056083679
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg, 57.0, 22.035538911819458
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg_hybrid, 57.0, 69.6126880645752
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg, 57.0, 223.20929718017578
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg_hybrid, 57.0, 270.9946537017822
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg, 100000000, 13.838421106338501
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg_hybrid, 57.0, 61.42501616477966
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg, 100000000, 113.03104972839355
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg_hybrid, 57.0, 160.78919076919556
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 0, 0, cpu, qor, 90.0, 190.27526569366455
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg, 100000000, 37.04820775985718
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg_hybrid, 90.0, 84.63514304161072
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg, 100000000, 419.76455640792847
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg_hybrid, 90.0, 467.32836723327637
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg, 90.0, 22.039517402648926
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg_hybrid, 90.0, 69.71479392051697
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg, 90.0, 223.13975358009338
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg_hybrid, 90.0, 270.76413345336914
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg, 100000000, 13.820780277252197
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg_hybrid, 90.0, 61.37206959724426
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg, 100000000, 113.43484282493591
7, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_7x7-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg_hybrid, 90.0, 161.0781853199005
