N, batch_size, population, trace, rate, num_layers, emb_size, device, model_type, min_wclatency, total_time
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 0, 0, cpu, qor, 41.0, 185.915043592453
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg, 41.0, 5.238261699676514
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg_hybrid, 41.0, 51.56833624839783
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg, 41.0, 73.03848052024841
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg_hybrid, 41.0, 119.35526633262634
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg, 41.0, 3.6736621856689453
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg_hybrid, 41.0, 50.10937857627869
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg, 41.0, 45.21523690223694
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg_hybrid, 41.0, 91.53294658660889
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg, 41.0, 4.81884765625
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg_hybrid, 41.0, 51.18779969215393
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg, 41.0, 31.276511192321777
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg_hybrid, 41.0, 77.8223352432251
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 0, 0, cpu, qor, 27.0, 185.52269339561462
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg, 28.0, 5.23193621635437
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg_hybrid, 27.0, 51.63292837142944
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg, 28.0, 69.86081171035767
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg_hybrid, 27.0, 116.24628400802612
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg, 28.0, 3.6920554637908936
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg_hybrid, 27.0, 49.89776682853699
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg, 28.0, 43.54850792884827
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg_hybrid, 27.0, 89.89464235305786
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg, 28.0, 4.800511598587036
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg_hybrid, 27.0, 51.17674684524536
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg, 28.0, 33.62207555770874
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg_hybrid, 27.0, 79.99811887741089
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 0, 0, cpu, qor, 23.0, 185.5646677017212
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg, 23.0, 5.234344482421875
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg_hybrid, 23.0, 51.73202729225159
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg, 23.0, 71.42057776451111
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg_hybrid, 23.0, 117.70610475540161
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg, 23.0, 3.7073092460632324
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg_hybrid, 23.0, 50.14337086677551
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg, 23.0, 42.392682790756226
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg_hybrid, 23.0, 88.54345512390137
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg, 23.0, 4.845096588134766
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg_hybrid, 23.0, 51.198148012161255
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg, 23.0, 31.797679901123047
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg_hybrid, 23.0, 78.23182725906372
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 0, 0, cpu, qor, 20.0, 185.37462067604065
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg, 20.0, 5.225637912750244
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg_hybrid, 20.0, 51.469584703445435
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg, 20.0, 72.05067372322083
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg_hybrid, 20.0, 118.41375470161438
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg, 20.0, 3.668043851852417
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg_hybrid, 20.0, 50.038657903671265
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg, 20.0, 42.83774256706238
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg_hybrid, 20.0, 89.26767444610596
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg, 20.0, 4.824871778488159
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg_hybrid, 20.0, 51.190807819366455
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg, 20.0, 32.47767949104309
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_3x3-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg_hybrid, 20.0, 78.76183819770813
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 0, 0, cpu, qor, 111.0, 185.94339084625244
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg, 120.0, 9.79513430595398
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg_hybrid, 111.0, 56.2985417842865
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg, 120.0, 128.8664584159851
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg_hybrid, 111.0, 175.33869671821594
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg, 122.0, 5.895058870315552
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg_hybrid, 111.0, 52.33215689659119
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg, 122.0, 71.21251559257507
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg_hybrid, 111.0, 117.61478686332703
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg, 111.0, 4.830152750015259
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg_hybrid, 111.0, 51.39567232131958
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg, 111.0, 42.607836961746216
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg_hybrid, 111.0, 89.08850574493408
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 0, 0, cpu, qor, 45.0, 185.6472270488739
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg, 54.0, 9.814112663269043
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg_hybrid, 45.0, 56.44528388977051
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg, 54.0, 130.409029006958
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg_hybrid, 45.0, 176.85404443740845
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg, 58.0, 5.892447471618652
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg_hybrid, 45.0, 52.39256954193115
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg, 58.0, 69.07973718643188
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg_hybrid, 45.0, 115.48656010627747
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg, 58.0, 4.84430456161499
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg_hybrid, 45.0, 51.46207332611084
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg, 58.0, 41.60619020462036
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg_hybrid, 45.0, 88.13729906082153
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 0, 0, cpu, qor, 31.0, 185.74729442596436
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg, 43.0, 9.793769121170044
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg_hybrid, 31.0, 56.32511234283447
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg, 43.0, 131.72585892677307
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg_hybrid, 31.0, 178.2010157108307
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg, 46.0, 5.903148889541626
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg_hybrid, 31.0, 52.41059350967407
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg, 46.0, 70.69236350059509
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg_hybrid, 31.0, 117.23191452026367
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg, 43.0, 4.821125745773315
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg_hybrid, 31.0, 51.14705419540405
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg, 43.0, 42.40289521217346
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg_hybrid, 31.0, 88.66689705848694
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 0, 0, cpu, qor, 27.0, 186.5155544281006
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg, 44.0, 9.797282695770264
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg_hybrid, 27.0, 56.031378507614136
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg, 44.0, 131.81900763511658
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg_hybrid, 27.0, 178.16619610786438
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg, 44.0, 5.880587339401245
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg_hybrid, 27.0, 52.542630672454834
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg, 44.0, 69.65409517288208
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg_hybrid, 27.0, 116.19306564331055
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg, 36.0, 4.782903671264648
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg_hybrid, 27.0, 51.07146883010864
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg, 36.0, 43.7467520236969
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg_hybrid, 27.0, 90.34115624427795
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 0, 0, cpu, qor, 25.0, 185.54697680473328
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg, 48.0, 9.796133995056152
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg_hybrid, 25.0, 56.186413526535034
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg, 48.0, 125.59083080291748
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg_hybrid, 25.0, 172.0329167842865
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg, 48.0, 5.879066228866577
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg_hybrid, 25.0, 52.26866340637207
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg, 48.0, 71.80326747894287
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg_hybrid, 25.0, 118.31787967681885
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg, 48.0, 4.745510816574097
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg_hybrid, 25.0, 51.18016338348389
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg, 48.0, 45.33541917800903
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_4x4-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg_hybrid, 25.0, 91.85854959487915
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 0, 0, cpu, qor, 113.0, 187.1414177417755
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg, 130.0, 16.39756155014038
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg_hybrid, 113.0, 63.17227101325989
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg, 130.0, 203.97897100448608
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg_hybrid, 113.0, 250.97184205055237
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg, 138.0, 9.687942504882812
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg_hybrid, 113.0, 56.59727954864502
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg, 138.0, 106.95120859146118
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg_hybrid, 113.0, 153.68021535873413
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg, 124.0, 6.476698637008667
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg_hybrid, 113.0, 53.37476921081543
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg, 124.0, 61.208080530166626
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg_hybrid, 113.0, 108.01286029815674
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 0, 0, cpu, qor, 47.0, 188.01578402519226
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg, 71.0, 16.416725158691406
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg_hybrid, 47.0, 63.23801875114441
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg, 71.0, 206.0291543006897
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg_hybrid, 47.0, 252.92709589004517
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg, 80.0, 9.703737020492554
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg_hybrid, 47.0, 56.28998327255249
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg, 80.0, 110.21902060508728
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg_hybrid, 47.0, 157.0489854812622
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg, 76.0, 6.476228713989258
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg_hybrid, 47.0, 53.26858949661255
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg, 76.0, 60.09426736831665
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg_hybrid, 47.0, 106.72654223442078
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 0, 0, cpu, qor, 33.0, 186.59090852737427
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg, 52.0, 16.384512424468994
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg_hybrid, 33.0, 63.202123165130615
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg, 52.0, 203.97473001480103
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg_hybrid, 33.0, 250.9305181503296
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg, 58.0, 9.697052001953125
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg_hybrid, 33.0, 56.46274542808533
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg, 58.0, 109.24762916564941
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg_hybrid, 33.0, 156.04198265075684
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg, 52.0, 6.476424694061279
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg_hybrid, 33.0, 53.360645055770874
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg, 52.0, 60.42017912864685
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg_hybrid, 33.0, 107.12658429145813
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 0, 0, cpu, qor, 29.0, 187.5365710258484
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg, 108.0, 16.405905961990356
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg_hybrid, 29.0, 63.42861986160278
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg, 108.0, 208.65647864341736
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg_hybrid, 29.0, 255.55329275131226
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg, 42.0, 9.687782049179077
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg_hybrid, 29.0, 56.66262412071228
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg, 42.0, 110.56379413604736
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg_hybrid, 29.0, 157.48509216308594
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg, 42.0, 6.481926918029785
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg_hybrid, 29.0, 53.29163455963135
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/local_5x5-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg, 42.0, 62.19856905937195
